area_code,primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
K1Z,African origins,Southern and East African origins,Zambian,10,0,0
K1Z,African origins,Southern and East African origins,Zimbabwean,10,0,0
K1Z,African origins,Southern and East African origins,Zulu,0,0,0
K1Z,African origins,Southern and East African origins,Southern and East African origins; n.i.e.,35,15,20
K1Z,African origins,Other African origins,,405,165,240
K1Z,African origins,Other African origins,Black; n.o.s.,10,10,0
K1Z,African origins,Other African origins,Other African origins; n.i.e.,395,165,235
K1Z,Asian origins,Other African origins,,2910,1335,1580
K1Z,Asian origins,West Central Asian and Middle Eastern origins,,1015,510,505
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Afghan,55,25,25
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,115,55,55
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Armenian,0,10,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,10
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,15,10,10
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Iranian,100,55,50
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Iraqi,125,55,75
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Israeli,45,10,40
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Jordanian,10,10,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Kurd,0,10,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,35,10,25
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,10,0,10
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Lebanese,390,205,185
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Palestinian,25,15,10
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Syrian,55,25,25
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Turk,35,30,10
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
K1Z,Asian origins,West Central Asian and Middle Eastern origins,Yemeni,45,20,20
K1Z,Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,10,10,10
K1Z,Asian origins,South Asian origins,,445,190,250
K1Z,Asian origins,South Asian origins,Bangladeshi,0,0,0
K1Z,Asian origins,South Asian origins,Bengali,20,0,20
K1Z,Asian origins,South Asian origins,Bhutanese,0,0,0
K1Z,Asian origins,South Asian origins,East Indian,325,135,190
K1Z,Asian origins,South Asian origins,Goan,10,10,0
K1Z,Asian origins,South Asian origins,Gujarati,20,10,10
K1Z,Asian origins,South Asian origins,Kashmiri,0,0,0
K1Z,Asian origins,South Asian origins,Nepali,0,0,0
K1Z,Asian origins,South Asian origins,Pakistani,45,20,20
K1Z,Asian origins,South Asian origins,Punjabi,10,0,10
K1Z,Asian origins,South Asian origins,Sinhalese,0,0,0
K1Z,Asian origins,South Asian origins,Sri Lankan,40,0,30
K1Z,Asian origins,South Asian origins,Tamil,0,0,0
K1Z,Asian origins,South Asian origins,South Asian origins; n.i.e.,20,15,10
K1Z,Asian origins,East and Southeast Asian origins,,1490,645,845
K1Z,Asian origins,East and Southeast Asian origins,Burmese,45,25,25
K1Z,Asian origins,East and Southeast Asian origins,Cambodian (Khmer),165,85,80
K1Z,Asian origins,East and Southeast Asian origins,Chinese,700,300,410
K1Z,Asian origins,East and Southeast Asian origins,Filipino,145,35,115
K1Z,Asian origins,East and Southeast Asian origins,Hmong,0,0,0
K1Z,Asian origins,East and Southeast Asian origins,Indonesian,35,10,25
K1Z,Asian origins,East and Southeast Asian origins,Japanese,95,45,50
K1Z,Asian origins,East and Southeast Asian origins,Karen,95,45,55
K1Z,Asian origins,East and Southeast Asian origins,Korean,70,40,30
K1Z,Asian origins,East and Southeast Asian origins,Laotian,0,0,0
K1Z,Asian origins,East and Southeast Asian origins,Malaysian,10,0,0
K1Z,Asian origins,East and Southeast Asian origins,Mongolian,35,15,25
K1Z,Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
K1Z,Asian origins,East and Southeast Asian origins,Taiwanese,15,0,15
K1Z,Asian origins,East and Southeast Asian origins,Thai,30,10,15
K1Z,Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
K1Z,Asian origins,East and Southeast Asian origins,Vietnamese,235,115,120
K1Z,Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
K1Z,Asian origins,Other Asian origins,,10,10,0
K1Z,Asian origins,Other Asian origins,Other Asian origins; n.i.e.,10,10,0
K1Z,Oceania origins,Other Asian origins,,40,30,10
K1Z,Oceania origins,Australian,,20,10,15
K1Z,Oceania origins,New Zealander,,20,20,0
K1Z,Oceania origins,Pacific Islands origins,,0,0,0
K1Z,Oceania origins,Pacific Islands origins,Fijian,0,0,0
K1Z,Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
K1Z,Oceania origins,Pacific Islands origins,Maori,0,10,0
K1Z,Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
K1Z,Oceania origins,Pacific Islands origins,Samoan,0,0,0
K1Z,Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
K1H,North American Aboriginal origins,,,445,175,270
K1H,North American Aboriginal origins,First Nations (North American Indian),,355,135,225
K1H,North American Aboriginal origins,Inuit,,20,10,10
K1H,North American Aboriginal origins,Métis,,85,35,45
K1H,Other North American origins,,,4010,1990,2020
K1H,Other North American origins,Acadian,,60,30,25
K1H,Other North American origins,American,,340,180,165
K1H,Other North American origins,Canadian,,3750,1845,1900
K1H,Other North American origins,New Brunswicker,,0,0,0
K1H,Other North American origins,Newfoundlander,,10,10,0
K1H,Other North American origins,Nova Scotian,,0,0,0
K1H,Other North American origins,Ontarian,,0,0,0
K1H,Other North American origins,Québécois,,40,25,15
K1H,Other North American origins,Other North American origins; n.i.e.,,0,0,0
K1H,European origins,,,10850,5280,5570
K1H,European origins,British Isles origins,,7065,3420,3645
K1H,European origins,British Isles origins,Channel Islander,15,10,0
K1H,European origins,British Isles origins,Cornish,0,0,0
K1H,European origins,British Isles origins,English,3730,1870,1860
K1H,European origins,British Isles origins,Irish,3555,1600,1950
K1H,European origins,British Isles origins,Manx,0,0,0
K1H,European origins,British Isles origins,Scottish,3140,1490,1645
K1H,European origins,British Isles origins,Welsh,375,195,180
K1H,European origins,British Isles origins,British Isles origins; n.i.e.,490,215,275
K1H,European origins,French origins,,3095,1420,1680
K1H,European origins,French origins,Alsatian,0,0,0
K1H,European origins,French origins,Breton,0,0,10
K1H,European origins,French origins,Corsican,20,15,10
K1H,European origins,French origins,French,3090,1420,1675
K1H,European origins,Western European origins (except French origins),,2095,995,1100
K1H,European origins,Western European origins (except French origins),Austrian,150,65,80
K1H,European origins,Western European origins (except French origins),Bavarian,0,0,0
K1H,European origins,Western European origins (except French origins),Belgian,105,55,50
K1H,European origins,Western European origins (except French origins),Dutch,580,290,290
K1H,European origins,Western European origins (except French origins),Flemish,20,15,10
K1H,European origins,Western European origins (except French origins),Frisian,0,0,0
K1H,European origins,Western European origins (except French origins),German,1250,560,690
K1H,European origins,Western European origins (except French origins),Luxembourger,0,0,0
K1H,European origins,Western European origins (except French origins),Swiss,100,70,35
K1H,European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
K1H,European origins,Northern European origins (except British Isles origins),,460,255,200
K1H,European origins,Northern European origins (except British Isles origins),Danish,100,40,55
K1H,European origins,Northern European origins (except British Isles origins),Finnish,90,35,55
K1H,European origins,Northern European origins (except British Isles origins),Icelandic,60,25,30
K1H,European origins,Northern European origins (except British Isles origins),Norwegian,145,100,45
K1H,European origins,Northern European origins (except British Isles origins),Swedish,90,60,30
K1H,European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,30,25,0
K1H,European origins,Eastern European origins,,1825,895,930
K1H,European origins,Eastern European origins,Bulgarian,20,10,0
K1H,European origins,Eastern European origins,Byelorussian,45,20,30
K1H,European origins,Eastern European origins,Czech,65,25,40
K1H,European origins,Eastern European origins,Czechoslovakian; n.o.s.,10,0,10
K1H,European origins,Eastern European origins,Estonian,25,15,10
K1H,European origins,Eastern European origins,Hungarian,250,145,110
K1H,European origins,Eastern European origins,Latvian,10,0,10
K1H,European origins,Eastern European origins,Lithuanian,70,30,45
K1H,European origins,Eastern European origins,Moldovan,10,10,0
K1H,European origins,Eastern European origins,Polish,710,350,355
K1H,European origins,Eastern European origins,Romanian,140,75,65
K1H,European origins,Eastern European origins,Russian,320,175,145
K1H,European origins,Eastern European origins,Slovak,60,20,45
K1H,European origins,Eastern European origins,Ukrainian,540,265,275
K1H,European origins,Eastern European origins,Eastern European origins; n.i.e.,0,10,0
K1H,European origins,Southern European origins,,1435,725,715
K1H,European origins,Southern European origins,Albanian,40,10,30
K1H,European origins,Southern European origins,Bosnian,10,0,10
K1H,European origins,Southern European origins,Catalan,0,0,0
K1H,European origins,Southern European origins,Croatian,75,60,15
K1H,European origins,Southern European origins,Cypriot,20,10,15
K1H,European origins,Southern European origins,Greek,160,80,80
K1H,European origins,Southern European origins,Italian,750,395,355
K1H,European origins,Southern European origins,Kosovar,25,0,15
K1H,European origins,Southern European origins,Macedonian,10,0,10
K1H,European origins,Southern European origins,Maltese,0,0,0
K1H,European origins,Southern European origins,Montenegrin,10,0,10
K1H,European origins,Southern European origins,Portuguese,170,80,90
K1H,European origins,Southern European origins,Serbian,55,25,35
K1H,European origins,Southern European origins,Sicilian,0,0,0
K1H,European origins,Southern European origins,Slovenian,30,0,20
K1H,European origins,Southern European origins,Spanish,175,75,100
K1H,European origins,Southern European origins,Yugoslavian; n.o.s.,10,0,0
K1H,European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
K1H,European origins,Other European origins,,200,130,65
K1H,European origins,Other European origins,Basque,0,0,0
K1H,European origins,Other European origins,Jewish,150,95,55
K1H,European origins,Other European origins,Roma (Gypsy),10,0,0
K1H,European origins,Other European origins,Slavic; n.o.s.,0,0,10
K1H,European origins,Other European origins,Other European origins; n.i.e.,35,30,10
K1H,Caribbean origins,Other European origins,,250,115,130
K1H,Caribbean origins,Antiguan,,0,0,0
K1H,Caribbean origins,Bahamian,,0,0,0
K1H,Caribbean origins,Barbadian,,20,0,10
K1H,Caribbean origins,Bermudan,,0,0,0
K1H,Caribbean origins,Carib,,10,10,10
K1H,Caribbean origins,Cuban,,20,15,10
K1H,Caribbean origins,Dominican,,0,0,0
K1H,Caribbean origins,Grenadian,,0,0,0
K1H,Caribbean origins,Guadeloupean,,0,0,0
K1H,Caribbean origins,Haitian,,95,30,65
K1H,Caribbean origins,Jamaican,,60,35,20
K1H,Caribbean origins,Kittitian/Nevisian,,0,0,0
K1H,Caribbean origins,Martinican,,0,0,0
K1H,Caribbean origins,Montserratan,,0,0,0
K1H,Caribbean origins,Puerto Rican,,0,0,0
K1H,Caribbean origins,St. Lucian,,0,0,0
K1H,Caribbean origins,Trinidadian/Tobagonian,,15,10,0
K1H,Caribbean origins,Vincentian/Grenadinian,,0,10,0
K1H,Caribbean origins,West Indian; n.o.s.,,25,15,10
K1H,Caribbean origins,Caribbean origins; n.i.e.,,10,10,0
K1H,Latin; Central and South American origins,,,225,95,130
K1H,Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,10,0,0
K1H,Latin; Central and South American origins,Arawak,,0,0,0
K1H,Latin; Central and South American origins,Argentinian,,40,15,25
K1H,Latin; Central and South American origins,Belizean,,0,0,0
K1H,Latin; Central and South American origins,Bolivian,,0,0,0
K1H,Latin; Central and South American origins,Brazilian,,10,0,10
K1H,Latin; Central and South American origins,Chilean,,0,10,0
K1H,Latin; Central and South American origins,Colombian,,0,0,0
K1H,Latin; Central and South American origins,Costa Rican,,0,0,0
